fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;type_Red;type_White
7.5;0.22;0.33;6.7;0.036000000000000004;45.0;138.0;0.9939;3.2;0.68;11.4;6;0;1
9.1;0.28;0.49;2.0;0.059000000000000004;10.0;112.0;0.9958;3.15;0.46;10.1;5;0;1
6.8;0.18;0.28;8.5;0.047;52.0;242.0;0.9952;3.22;0.53;10.5;6;0;1
6.3;0.19;0.29;2.0;0.022000000000000002;33.0;96.0;0.9890200000000001;3.04;0.54;12.8;7;0;1
8.4;0.635;0.36;2.0;0.08900000000000001;15.0;55.0;0.99745;3.31;0.57;10.4;4;1;0
6.4;0.22;0.32;12.0;0.066;57.0;158.0;0.9992;3.6;0.43;9.0;6;0;1
6.1;0.3;0.47;1.4;0.049;50.0;187.0;0.9927;3.19;0.45;9.5;5;0;1
5.0;0.27;0.4;1.2;0.076;42.0;124.0;0.9920399999999999;3.32;0.47;10.1;6;0;1
9.8;0.44;0.4;2.8;0.036000000000000004;35.0;167.0;0.9956;2.97;0.39;9.2;5;0;1
6.3;0.27;0.29;12.2;0.044000000000000004;59.0;196.0;0.99782;3.14;0.4;8.8;6;0;1
6.2;0.25;0.25;1.4;0.03;35.0;105.0;0.9912;3.3;0.44;11.1;7;0;1
6.3;0.29;0.29;3.3;0.037000000000000005;32.0;140.0;0.9895;3.17;0.36;12.8;7;0;1
6.9;1.09;0.06;2.1;0.061;12.0;31.0;0.9948;3.51;0.43;11.4;4;1;0
6.1;0.22;0.23;3.1;0.052000000000000005;15.0;104.0;0.9948;3.14;0.42;8.7;5;0;1
10.1;0.37;0.34;2.4;0.085;5.0;17.0;0.9968299999999999;3.17;0.65;10.6;7;1;0
7.0;0.44;0.24;12.1;0.055999999999999994;68.0;210.0;0.99718;3.05;0.5;9.5;5;0;1
6.7;0.31;0.33;2.0;0.033;12.0;74.0;0.99064;3.29;0.65;12.5;6;0;1
8.1;0.5;0.47;1.1;0.037000000000000005;23.0;126.0;0.9938;3.21;0.42;10.9;5;0;1
9.5;0.56;0.33;2.4;0.08900000000000001;35.0;67.0;0.9972;3.28;0.73;11.8;7;1;0
5.6;0.18;0.3;10.2;0.027999999999999997;28.0;131.0;0.9954;3.49;0.42;10.8;7;0;1
7.0;0.15;0.3;13.3;0.049;46.0;120.0;0.9970399999999999;3.2;0.36;9.5;7;0;1
6.1;0.22;0.28;16.55;0.059000000000000004;54.0;135.0;0.99665;3.2;0.38;10.5;5;0;1
7.7;0.39;0.3;5.2;0.037000000000000005;29.0;131.0;0.9943;3.38;0.44;11.0;6;0;1
7.8;0.3;0.29;16.85;0.054000000000000006;23.0;135.0;0.9998;3.16;0.38;9.0;6;0;1
7.4;0.35;0.31;17.95;0.062;42.0;187.0;10.002;3.27;0.64;9.1;5;0;1
11.5;0.31;0.51;2.2;0.079;14.0;28.0;0.9982;3.03;0.93;9.8;6;1;0
7.4;0.22;0.26;8.8;0.027000000000000003;23.0;112.0;0.9931;2.98;0.41;11.4;6;0;1
6.3;0.34;0.27;2.5;0.024;40.0;152.0;0.99095;3.35;0.6;11.9;7;0;1
6.8;0.26;0.24;7.8;0.052000000000000005;54.0;214.0;0.9961;3.13;0.47;8.9;5;0;1
9.9;0.49;0.23;2.4;0.087;19.0;115.0;0.9948;2.77;0.44;9.4;6;0;1
6.3;0.27;0.18;7.7;0.048;45.0;186.0;0.9962;3.23;0.47;9.0;5;0;1
7.5;0.71;0.0;1.6;0.092;22.0;31.0;0.99635;3.38;0.58;10.0;6;1;0
7.5;0.19;0.49;1.6;0.047;42.0;140.0;0.9932;3.4;0.47;10.7;6;0;1
6.7;0.23;0.31;2.1;0.046;30.0;96.0;0.9926;3.33;0.64;10.7;8;0;1
6.7;0.44;0.22;4.3;0.032;19.0;99.0;0.99015;3.26;0.53;12.8;7;0;1
8.7;0.24;0.35;0.6;0.042;11.0;71.0;0.9926;3.08;0.38;10.6;5;0;1
6.7;0.13;0.32;3.7;0.017;32.0;99.0;0.9934799999999999;3.12;0.44;10.0;6;0;1
7.2;0.27;0.28;15.2;0.046;6.0;41.0;0.99665;3.17;0.39;10.9;6;0;1
7.3;0.36;0.62;7.1;0.033;48.0;185.0;0.99472;3.14;0.62;10.6;6;0;1
6.3;0.22;0.34;1.2;0.036000000000000004;32.0;96.0;0.98961;3.06;0.74;11.6;6;0;1
7.4;0.18;0.36;13.1;0.055999999999999994;72.0;163.0;1.0;3.42;0.35;9.1;6;0;1
6.0;0.17;0.29;9.7;0.044000000000000004;33.0;98.0;0.99536;3.12;0.36;9.2;6;0;1
6.0;0.33;0.27;0.8;0.185;12.0;188.0;0.9924;3.12;0.62;9.4;5;0;1
7.4;0.74;0.07;1.7;0.086;15.0;48.0;0.9950200000000001;3.12;0.48;10.0;5;1;0
7.6;0.27;0.34;5.0;0.04;18.0;56.0;0.9908399999999999;3.06;0.48;12.4;6;0;1
6.4;0.15;0.4;1.3;0.053;61.0;146.0;0.9911200000000001;3.17;0.68;11.0;6;0;1
6.7;0.67;0.02;1.9;0.061;26.0;42.0;0.9948899999999999;3.39;0.82;10.9;6;1;0
6.6;0.35;0.26;2.7;0.045;19.0;129.0;0.9895200000000001;3.24;0.48;13.0;7;0;1
8.3;0.705;0.12;2.6;0.092;12.0;28.0;0.9994;3.51;0.72;10.0;5;1;0
7.4;0.3;0.22;5.25;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;6;0;1
7.2;0.25;0.32;1.5;0.047;27.0;132.0;0.9933;3.26;0.44;10.5;5;0;1
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.9967799999999999;3.28;0.72;10.3;7;0;1
6.3;0.28;0.47;11.2;0.04;61.0;183.0;0.99592;3.12;0.51;9.5;6;0;1
7.4;0.635;0.1;2.4;0.08;16.0;33.0;0.99736;3.58;0.69;10.8;7;1;0
9.4;0.685;0.11;2.7;0.077;6.0;31.0;0.9984;3.19;0.7;10.1;6;1;0
6.3;0.28;0.3;3.1;0.039;24.0;115.0;0.9942;3.05;0.43;8.6;5;0;1
8.1;0.12;0.49;1.2;0.042;43.0;160.0;0.9934;3.13;0.48;9.7;6;0;1
9.9;0.74;0.19;5.8;0.111;33.0;76.0;0.9987799999999999;3.14;0.55;9.4;5;1;0
7.8;0.55;0.0;1.7;0.07;7.0;17.0;0.99659;3.26;0.64;9.4;6;1;0
6.9;0.32;0.13;7.8;0.042;11.0;117.0;0.996;3.23;0.37;9.2;5;0;1
10.0;0.69;0.11;1.4;0.084;8.0;24.0;0.9957799999999999;2.88;0.47;9.7;5;1;0
7.5;0.42;0.2;1.4;0.06;15.0;168.0;0.9944;3.06;0.4;9.4;6;0;1
8.9;0.13;0.49;1.0;0.027999999999999997;6.0;24.0;0.9926;2.91;0.32;9.9;5;0;1
6.0;0.32;0.3;7.3;0.174;46.0;159.0;0.99519;3.18;0.49;9.4;5;0;1
7.4;0.44;0.2;11.5;0.049;44.0;157.0;0.998;3.27;0.44;9.0;5;0;1
6.4;0.24;0.25;20.2;0.083;35.0;157.0;0.99976;3.17;0.5;9.1;5;0;1
6.9;0.25;0.24;3.6;0.057;13.0;85.0;0.9942;2.99;0.48;9.5;4;0;1
6.7;0.24;0.41;9.4;0.04;49.0;166.0;0.9954;3.12;0.61;9.9;6;0;1
6.4;0.33;0.44;8.9;0.055;52.0;164.0;0.9948799999999999;3.1;0.48;9.6;5;0;1
5.3;0.16;0.39;1.0;0.027999999999999997;40.0;101.0;0.99156;3.57;0.59;10.6;6;0;1
7.7;0.32;0.61;11.8;0.040999999999999995;66.0;188.0;0.9979399999999999;3.0;0.54;9.3;5;0;1
7.3;0.24;0.34;7.5;0.048;29.0;152.0;0.9962;3.1;0.54;9.0;5;0;1
5.6;0.19;0.39;1.1;0.043;17.0;67.0;0.9918;3.23;0.53;10.3;6;0;1
6.0;0.16;0.22;1.6;0.042;36.0;106.0;0.9905;3.24;0.32;11.4;6;0;1
7.6;0.29;0.26;6.5;0.042;32.0;160.0;0.9944;3.14;0.47;10.7;5;0;1
6.7;0.3;0.5;12.1;0.045;38.0;127.0;0.9974;3.04;0.53;8.9;6;0;1
7.0;0.24;0.26;1.7;0.040999999999999995;31.0;110.0;0.9914200000000001;3.2;0.53;11.0;6;0;1
5.1;0.33;0.22;1.6;0.027000000000000003;18.0;89.0;0.9893;3.51;0.38;12.5;7;0;1
7.4;0.7;0.0;1.9;0.076;11.0;34.0;0.9978;3.51;0.56;9.4;5;1;0
8.1;0.38;0.48;1.8;0.157;5.0;17.0;0.9976;3.3;1.05;9.4;5;1;0
6.3;0.37;0.28;6.3;0.034;45.0;152.0;0.9921;3.29;0.46;11.6;7;0;1
6.9;0.46;0.2;0.9;0.054000000000000006;5.0;126.0;0.992;3.1;0.42;10.4;6;0;1
6.7;0.2;0.37;1.65;0.025;42.0;103.0;0.9902200000000001;3.11;0.45;11.4;5;0;1
6.7;0.21;0.36;8.55;0.02;20.0;86.0;0.99146;3.19;0.22;13.4;7;0;1
8.6;0.485;0.29;4.1;0.026000000000000002;19.0;101.0;0.9918;3.01;0.38;12.4;5;0;1
6.2;0.24;0.22;7.9;0.053;45.0;149.0;0.99545;3.23;0.52;9.3;5;0;1
8.2;0.42;0.29;4.1;0.03;31.0;100.0;0.9911;3.0;0.32;12.8;7;0;1
5.8;0.17;0.34;1.8;0.045;96.0;170.0;0.99035;3.38;0.9;11.8;8;0;1
8.4;0.22;0.28;18.8;0.027999999999999997;55.0;130.0;0.998;2.96;0.35;11.6;5;0;1
6.4;0.31;0.38;2.9;0.038;19.0;102.0;0.9912;3.17;0.35;11.0;7;0;1
6.6;0.23;0.26;1.3;0.045;16.0;128.0;0.9934;3.36;0.6;10.0;6;0;1
7.8;0.25;0.37;1.0;0.043;10.0;80.0;0.9912799999999999;3.08;0.38;11.4;5;0;1
8.1;0.785;0.52;2.0;0.122;37.0;153.0;0.9969;3.21;0.69;9.3;5;1;0
5.8;0.23;0.31;4.5;0.046;42.0;124.0;0.99324;3.31;0.64;10.8;6;0;1
5.6;0.185;0.19;7.1;0.048;36.0;110.0;0.9943799999999999;3.26;0.41;9.5;6;0;1
6.5;0.08;0.33;1.9;0.027999999999999997;23.0;93.0;0.991;3.34;0.7;12.0;7;0;1
7.7;0.28;0.35;15.3;0.055999999999999994;31.0;117.0;0.9998;3.27;0.5;9.6;5;0;1
8.2;0.23;0.4;1.2;0.027000000000000003;36.0;121.0;0.992;3.12;0.38;10.7;6;0;1
7.4;0.16;0.3;13.7;0.055999999999999994;33.0;168.0;0.99825;2.9;0.44;8.7;7;0;1
5.9;0.37;0.32;1.6;0.028999999999999998;41.0;102.0;0.98916;3.41;0.55;12.7;7;0;1
5.6;0.66;0.0;2.2;0.087;3.0;11.0;0.9937799999999999;3.71;0.63;12.8;7;1;0
6.8;0.815;0.0;1.2;0.267;16.0;29.0;0.99471;3.32;0.51;9.8;3;1;0
6.6;0.66;0.0;3.0;0.115;21.0;31.0;0.99629;3.45;0.63;10.3;5;1;0
6.3;0.4;0.24;5.1;0.036000000000000004;43.0;131.0;0.9918600000000001;3.24;0.44;11.3;6;0;1
6.7;0.23;0.26;1.4;0.06;33.0;154.0;0.9934;3.24;0.56;9.5;6;0;1
6.3;0.34;0.28;14.7;0.047;49.0;198.0;0.9977;3.23;0.46;9.5;5;0;1
6.9;0.35;0.55;11.95;0.038;22.0;111.0;0.99687;3.11;0.29;9.7;5;0;1
7.0;0.38;0.49;2.5;0.09699999999999999;33.0;85.0;0.9962;3.39;0.77;11.4;6;1;0
5.9;0.25;0.24;7.4;0.044000000000000004;21.0;113.0;0.9946200000000001;3.38;0.58;10.5;6;0;1
6.1;0.24;0.3;1.5;0.045;22.0;61.0;0.992;3.31;0.54;10.4;5;0;1
8.3;0.615;0.22;2.6;0.087;6.0;19.0;0.9982;3.26;0.61;9.3;5;1;0
7.5;0.27;0.31;5.8;0.057;131.0;313.0;0.9946;3.18;0.59;10.5;5;0;1
7.7;0.6;0.06;2.0;0.079;19.0;41.0;0.99697;3.39;0.62;10.1;6;1;0
6.2;0.3;0.31;1.6;0.035;40.0;106.0;0.9891399999999999;3.26;0.39;12.9;7;0;1
7.2;0.19;0.31;6.3;0.034;17.0;103.0;0.99305;3.15;0.52;11.4;7;0;1
7.5;0.61;0.26;1.9;0.073;24.0;88.0;0.9961200000000001;3.3;0.53;9.8;5;1;0
8.3;0.2;0.49;1.7;0.038;38.0;167.0;0.9939;3.05;0.37;10.1;6;0;1
5.8;0.23;0.2;2.0;0.043;39.0;154.0;0.99226;3.21;0.39;10.2;6;0;1
7.8;0.18;0.46;12.6;0.042;41.0;143.0;1.0;3.24;0.76;8.5;8;0;1
6.2;0.36;0.14;8.9;0.036000000000000004;38.0;155.0;0.9962200000000001;3.27;0.5;9.4;5;0;1
9.6;0.38;0.31;2.5;0.096;16.0;49.0;0.9982;3.19;0.7;10.0;7;1;0
7.4;0.67;0.12;1.6;0.18600000000000003;5.0;21.0;0.996;3.39;0.54;9.5;5;1;0
7.9;0.27;0.27;1.7;0.034;25.0;122.0;0.9908799999999999;2.97;0.51;11.9;6;0;1
6.0;0.28;0.52;6.2;0.027999999999999997;37.0;104.0;0.99161;3.28;0.51;11.8;7;0;1
6.8;0.28;0.17;13.9;0.047;49.0;162.0;0.9983;3.21;0.51;9.0;6;0;1
7.3;0.32;0.25;7.2;0.055999999999999994;47.0;180.0;0.9961;3.08;0.47;8.8;5;0;1
7.2;0.62;0.06;2.5;0.078;17.0;84.0;0.99746;3.51;0.53;9.7;5;1;0
5.6;0.62;0.03;1.5;0.08;6.0;13.0;0.99498;3.66;0.62;10.1;4;1;0
5.7;0.4;0.35;5.1;0.026000000000000002;17.0;113.0;0.9905200000000001;3.18;0.67;12.4;6;0;1
6.9;0.29;0.3;8.2;0.026000000000000002;35.0;112.0;0.99144;3.0;0.37;12.3;6;0;1
6.3;0.21;0.31;1.2;0.043;30.0;117.0;0.9915799999999999;3.49;0.68;11.0;6;0;1
7.7;0.27;0.61;12.0;0.046;64.0;179.0;0.9982;3.07;0.46;8.9;5;0;1
6.6;0.725;0.09;5.5;0.11699999999999999;9.0;17.0;0.99655;3.35;0.49;10.8;6;1;0
6.1;0.22;0.4;1.85;0.031;25.0;111.0;0.98966;3.03;0.3;11.8;7;0;1
6.5;0.2;0.33;1.5;0.039;36.0;110.0;0.99008;3.22;0.65;12.0;6;0;1
5.0;0.35;0.25;7.8;0.031;24.0;116.0;0.99241;3.39;0.4;11.3;6;0;1
5.6;0.49;0.13;4.5;0.039;17.0;116.0;0.9907;3.42;0.9;13.7;7;0;1
10.2;0.67;0.39;1.9;0.054000000000000006;6.0;17.0;0.9976;3.17;0.47;10.0;5;1;0
7.7;0.915;0.12;2.2;0.14300000000000002;7.0;23.0;0.9964;3.35;0.65;10.2;7;1;0
9.4;0.16;0.3;1.4;0.042;26.0;176.0;0.9954;3.15;0.46;9.1;5;0;1
6.5;0.3;0.27;4.0;0.038;37.0;97.0;0.99026;3.2;0.6;12.6;8;0;1
7.6;0.2;0.3;14.2;0.055999999999999994;53.0;212.5;0.9990000000000001;3.14;0.46;8.9;8;0;1
6.8;0.43;0.3;3.5;0.033;27.0;135.0;0.9906;3.0;0.37;12.0;6;0;1
6.3;0.34;0.29;6.2;0.046;29.0;227.0;0.9952;3.29;0.53;10.1;6;0;1
6.6;0.35;0.29;14.4;0.044000000000000004;54.0;177.0;0.9991;3.17;0.58;8.9;6;0;1
10.3;0.53;0.48;2.5;0.063;6.0;25.0;0.9998;3.12;0.59;9.3;6;1;0
6.1;0.24;0.27;9.8;0.062;33.0;152.0;0.9966;3.31;0.47;9.5;6;0;1
6.8;0.66;0.07;1.6;0.07;16.0;61.0;0.99572;3.29;0.6;9.3;5;1;0
7.0;0.26;0.46;15.55;0.037000000000000005;61.0;171.0;0.9986;2.94;0.35;8.8;6;0;1
9.2;0.43;0.49;2.4;0.086;23.0;116.0;0.9976;3.23;0.64;9.5;5;1;0
7.1;0.21;0.27;8.6;0.055999999999999994;26.0;111.0;0.9956;2.95;0.52;9.5;5;0;1
7.8;0.64;0.0;1.9;0.07200000000000001;27.0;55.0;0.9962;3.31;0.63;11.0;5;1;0
7.2;0.615;0.1;1.4;0.068;25.0;154.0;0.9949899999999999;3.2;0.48;9.7;4;0;1
6.9;0.605;0.12;10.7;0.073;40.0;83.0;0.9993;3.45;0.52;9.4;6;1;0
8.2;0.29;0.49;1.0;0.044000000000000004;29.0;118.0;0.9928;3.24;0.36;10.9;4;0;1
6.8;0.39;0.31;14.35;0.043;28.0;162.0;0.9988;3.17;0.54;9.1;5;0;1
6.9;0.54;0.3;2.2;0.08800000000000001;9.0;105.0;0.99725;3.25;1.18;10.5;6;1;0
12.4;0.35;0.49;2.6;0.079;27.0;69.0;0.9994;3.12;0.75;10.4;6;1;0
7.2;0.63;0.03;2.2;0.08;17.0;88.0;0.99745;3.53;0.58;9.8;6;1;0
7.3;0.29;0.3;13.0;0.043;46.0;238.0;0.9986;3.06;0.41;8.7;6;0;1
6.1;0.32;0.24;1.5;0.036000000000000004;38.0;124.0;0.9898;3.29;0.42;12.4;7;0;1
6.7;0.24;0.29;6.8;0.038;54.0;127.0;0.9932;3.33;0.46;11.6;7;0;1
7.5;0.6;0.32;2.7;0.10300000000000001;13.0;98.0;0.9993799999999999;3.45;0.62;9.5;5;1;0
7.4;0.27;0.49;1.1;0.037000000000000005;33.0;156.0;0.992;3.15;0.54;11.1;6;0;1
7.3;0.19;0.25;1.4;0.051;41.0;107.0;0.99382;3.53;0.66;10.5;7;0;1
6.3;0.31;0.3;10.0;0.046;49.0;212.0;0.9962;3.74;0.55;11.9;6;0;1
7.0;0.15;0.29;16.4;0.057999999999999996;45.0;110.0;0.9978;3.15;0.37;9.7;6;0;1
7.0;0.15;0.34;1.4;0.039;21.0;177.0;0.9927;3.32;0.62;10.8;5;0;1
6.6;0.4;0.46;6.2;0.055999999999999994;42.0;241.0;0.9968;3.5;0.6;9.9;5;0;1
8.5;0.21;0.26;9.25;0.034;73.0;142.0;0.9945;3.05;0.37;11.4;6;0;1
6.6;0.2;0.14;4.4;0.184;35.0;168.0;0.9939600000000001;2.93;0.45;9.4;6;0;1
7.4;0.19;0.3;12.8;0.053;48.5;229.0;0.9986;3.14;0.49;9.1;7;0;1
7.4;0.41;0.66;10.8;0.051;77.0;194.0;0.9976;3.05;0.46;8.7;5;0;1
5.8;0.13;0.22;12.7;0.057999999999999996;24.0;183.0;0.9956;3.32;0.42;11.7;6;0;1
6.4;0.37;0.19;3.5;0.068;18.0;101.0;0.9934;3.03;0.38;9.0;6;0;1
6.8;0.45;0.36;5.0;0.033;28.0;156.0;0.991;3.11;0.4;12.4;7;0;1
7.2;0.23;0.32;8.5;0.057999999999999996;47.0;186.0;0.9956;3.19;0.4;9.9;6;0;1
6.0;0.18;0.27;1.5;0.08900000000000001;40.0;143.0;0.9923;3.49;0.62;10.8;6;0;1
12.6;0.31;0.72;2.2;0.07200000000000001;6.0;29.0;0.9987;2.88;0.82;9.8;8;1;0
5.6;0.255;0.57;10.7;0.055999999999999994;66.0;171.0;0.99464;3.25;0.61;10.4;7;0;1
7.4;0.21;0.3;8.1;0.047;13.0;114.0;0.9941;3.12;0.35;10.5;6;0;1
7.5;0.53;0.06;2.6;0.086;20.0;44.0;0.9965;3.38;0.59;10.7;6;1;0
7.2;0.4;0.62;10.8;0.040999999999999995;70.0;189.0;0.9976;3.08;0.49;8.6;4;0;1
5.3;0.585;0.07;7.1;0.044000000000000004;34.0;145.0;0.9945;3.34;0.57;9.7;6;0;1
7.1;0.25;0.31;2.3;0.05;32.0;156.0;0.9914;3.14;0.51;11.4;6;0;1
6.6;0.38;0.15;4.6;0.044000000000000004;25.0;78.0;0.9931;3.11;0.38;10.2;6;0;1
7.1;0.36;0.28;2.4;0.036000000000000004;35.0;115.0;0.98936;3.19;0.44;13.5;7;0;1
7.4;0.39;0.23;7.0;0.033;29.0;126.0;0.9940000000000001;3.14;0.42;10.5;5;0;1
8.9;0.59;0.39;2.3;0.095;5.0;22.0;0.9986;3.37;0.58;10.3;5;1;0
7.7;0.275;0.3;1.0;0.039;19.0;75.0;0.992;3.01;0.56;10.7;5;0;1
6.2;0.28;0.27;10.3;0.03;26.0;108.0;0.9938799999999999;3.2;0.36;10.7;6;0;1
5.6;0.32;0.32;8.3;0.043;32.0;105.0;0.99266;3.24;0.47;11.2;6;0;1
7.3;0.66;0.0;2.0;0.084;6.0;23.0;0.9983;3.61;0.96;9.9;6;1;0
6.9;0.24;0.36;20.8;0.031;40.0;139.0;0.9975;3.2;0.33;11.0;6;0;1
4.9;0.345;0.34;1.0;0.068;32.0;143.0;0.9913799999999999;3.24;0.4;10.1;5;0;1
6.6;0.17;0.26;7.4;0.052000000000000005;45.0;128.0;0.9938799999999999;3.16;0.37;10.0;6;0;1
5.8;0.3;0.27;1.7;0.013999999999999999;45.0;104.0;0.9891399999999999;3.4;0.56;12.6;7;0;1
6.8;0.23;0.42;7.4;0.044000000000000004;56.0;189.0;0.9958;3.22;0.48;9.3;6;0;1
6.2;0.23;0.36;17.2;0.039;37.0;130.0;0.99946;3.23;0.43;8.8;6;0;1
5.7;0.21;0.32;0.9;0.038;38.0;121.0;0.99074;3.24;0.46;10.6;6;0;1
7.4;0.36;0.29;2.6;0.087;26.0;72.0;0.99645;3.39;0.68;11.0;5;1;0
6.5;0.51;0.15;3.0;0.064;12.0;27.0;0.9929;3.33;0.59;12.8;6;1;0
6.7;0.22;0.37;1.6;0.027999999999999997;24.0;102.0;0.9913;3.29;0.59;11.6;7;0;1
6.8;0.27;0.3;13.0;0.047;69.0;160.0;0.99705;3.16;0.5;9.6;6;0;1
6.8;0.29;0.32;1.8;0.032;18.0;130.0;0.99095;3.05;0.62;11.2;6;0;1
6.5;0.33;0.38;8.3;0.048;68.0;174.0;0.99492;3.14;0.5;9.6;5;0;1
6.5;0.32;0.45;7.7;0.022000000000000002;31.0;97.0;0.99134;3.2;0.7;12.7;7;0;1
7.2;0.21;1.0;1.1;0.154;46.0;114.0;0.9931;2.95;0.43;9.2;6;0;1
8.9;0.48;0.53;4.0;0.10099999999999999;3.0;10.0;0.9958600000000001;3.21;0.59;12.1;7;1;0
7.9;0.37;0.3;2.7;0.028999999999999998;64.0;158.0;0.9916;3.12;0.59;12.0;7;0;1
6.0;0.39;0.26;2.7;0.038;39.0;187.0;0.99325;3.41;0.5;10.8;6;0;1
6.8;0.27;0.42;7.3;0.054000000000000006;58.0;200.0;0.99556;3.12;0.49;9.4;6;0;1
8.5;0.23;0.4;9.9;0.036000000000000004;24.0;88.0;0.9951;3.02;0.42;10.5;6;0;1
8.3;0.28;0.4;7.8;0.040999999999999995;38.0;194.0;0.9976;3.34;0.51;9.6;6;0;1
8.1;0.29;0.49;7.1;0.042;22.0;124.0;0.9944;3.14;0.41;10.8;6;0;1
8.3;0.3;0.49;3.8;0.09;11.0;24.0;0.99498;3.27;0.64;12.1;7;1;0
7.4;0.19;0.3;12.8;0.053;48.5;229.0;0.9986;3.14;0.49;9.1;7;0;1
8.8;0.47;0.49;2.9;0.085;17.0;110.0;0.9982;3.29;0.6;9.8;5;1;0
9.6;0.77;0.12;2.9;0.08199999999999999;30.0;74.0;0.99865;3.3;0.64;10.4;6;1;0
5.6;0.21;0.24;4.4;0.027000000000000003;37.0;150.0;0.991;3.3;0.31;11.5;7;0;1
7.5;0.42;0.31;1.6;0.08;15.0;42.0;0.9978;3.31;0.64;9.0;5;1;0
6.6;0.855;0.02;2.4;0.062;15.0;23.0;0.9962700000000001;3.54;0.6;11.0;6;1;0
7.0;0.23;0.26;7.2;0.040999999999999995;21.0;90.0;0.9950899999999999;3.22;0.55;9.5;6;0;1
6.6;0.26;0.36;1.2;0.035;43.0;126.0;0.9909399999999999;3.01;0.63;11.4;6;0;1
7.5;0.23;0.35;17.8;0.057999999999999996;128.0;212.0;100.241;3.44;0.43;8.9;5;0;1
7.8;0.3;0.4;1.8;0.027999999999999997;23.0;122.0;0.9914;3.14;0.39;10.9;7;0;1
5.7;0.24;0.3;1.3;0.03;25.0;98.0;0.9896799999999999;3.37;0.43;12.4;7;0;1
6.4;0.14;0.28;7.9;0.057;21.0;82.0;0.99425;3.26;0.36;10.0;6;0;1
8.3;0.715;0.15;1.8;0.08900000000000001;10.0;52.0;0.9968;3.23;0.77;9.5;5;1;0
6.1;0.44;0.28;4.25;0.032;43.0;132.0;0.9916;3.26;0.47;11.3;7;0;1
7.8;0.39;0.42;2.0;0.086;9.0;21.0;0.99526;3.39;0.66;11.6;6;1;0
6.1;0.15;0.29;6.2;0.046;39.0;151.0;0.99471;3.6;0.44;10.6;6;0;1
8.2;0.2;0.38;3.5;0.053;41.0;174.0;0.99306;3.22;0.41;11.6;5;0;1
6.8;0.77;0.0;1.8;0.066;34.0;52.0;0.9976;3.62;0.68;9.9;5;1;0
6.6;0.25;0.39;1.45;0.04;40.0;89.0;0.9911;3.35;0.4;11.4;7;0;1
6.7;0.25;0.34;12.85;0.048;30.0;161.0;0.9986;3.44;0.47;9.5;6;0;1
6.5;0.21;0.37;2.5;0.048;70.0;138.0;0.9917;3.33;0.75;11.4;7;0;1
8.0;0.32;0.36;4.6;0.042;56.0;178.0;0.9928;3.29;0.47;12.0;6;0;1
8.7;0.52;0.09;2.5;0.091;20.0;49.0;0.9976;3.34;0.86;10.6;7;1;0
9.3;0.61;0.26;3.4;0.09;25.0;87.0;0.99975;3.24;0.62;9.7;5;1;0
5.4;0.375;0.4;3.3;0.054000000000000006;29.0;147.0;0.99482;3.42;0.52;9.1;5;0;1
9.3;0.41;0.39;2.2;0.064;12.0;31.0;0.9984;3.26;0.65;10.2;5;1;0
6.2;0.25;0.25;1.4;0.03;35.0;105.0;0.9912;3.3;0.44;11.1;7;0;1
8.1;0.27;0.33;1.3;0.045;26.0;100.0;0.99066;2.98;0.44;12.4;6;0;1
6.4;0.16;0.22;1.4;0.04;41.0;149.0;0.9933;3.49;0.58;10.0;6;0;1
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.9967799999999999;3.28;0.72;10.3;7;0;1
6.5;0.18;0.41;14.2;0.039;47.0;129.0;0.9967799999999999;3.28;0.72;10.3;7;0;1
7.9;0.33;0.28;31.6;0.053;35.0;176.0;10.103;3.15;0.38;8.8;6;0;1
7.4;0.27;0.28;1.8;0.04;45.0;121.0;0.9904299999999999;3.02;0.4;11.9;5;0;1
7.2;0.23;0.38;14.3;0.057999999999999996;55.0;194.0;0.9979;3.09;0.44;9.0;6;0;1
6.8;0.22;0.32;5.9;0.054000000000000006;40.0;152.0;0.9938;3.2;0.57;10.8;6;0;1
6.4;0.22;0.32;7.2;0.027999999999999997;15.0;83.0;0.993;3.13;0.55;10.9;8;0;1
7.5;0.22;0.32;2.4;0.045;29.0;100.0;0.99135;3.08;0.6;11.3;7;0;1
12.3;0.39;0.63;2.3;0.091;6.0;18.0;10.004;3.16;0.49;9.5;5;1;0
8.4;1.035;0.15;6.0;0.073;11.0;54.0;0.9990000000000001;3.37;0.49;9.9;5;1;0
6.4;0.22;0.38;9.1;0.044000000000000004;35.0;127.0;0.99326;2.97;0.3;11.0;7;0;1
7.0;0.16;0.36;2.6;0.028999999999999998;28.0;98.0;0.99126;3.11;0.37;11.2;7;0;1
6.2;0.36;0.26;13.2;0.051;54.0;201.0;0.9976;3.25;0.46;9.0;5;0;1
7.2;0.34;0.23;8.9;0.105;22.0;155.0;0.99692;3.01;0.58;9.5;5;0;1
5.9;0.34;0.25;2.0;0.042;12.0;110.0;0.99034;3.02;0.54;11.4;6;0;1
9.8;0.88;0.25;2.5;0.10400000000000001;35.0;155.0;1.001;3.41;0.67;11.2;5;1;0
